2023-09-14 20:47:54,479 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-09-14 20:47:54,510 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-09-14 20:47:54,511 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-09-14 20:47:54,511 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-09-14 20:47:54,513 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-09-14 20:47:54,513 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-09-14 20:47:54,513 INFO  SwAddin.cs: 201 - Setting up command manager
2023-09-14 20:47:54,514 INFO  SwAddin.cs: 204 - Adding command manager
2023-09-14 20:47:54,517 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-09-14 20:47:54,517 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-09-14 20:47:54,518 INFO  SwAddin.cs: 210 - Adding event handlers
2023-09-14 20:47:54,520 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-09-14 20:48:46,264 INFO  SwAddin.cs: 294 - Assembly export called for file valve zhuangpei
2023-09-14 20:48:50,966 INFO  SwAddin.cs: 313 - Saving assembly
2023-09-14 20:48:51,047 INFO  SwAddin.cs: 316 - Opening property manager
2023-09-14 20:48:51,057 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from valve zhuangpei
2023-09-14 20:48:51,061 INFO  ExportHelperExtension.cs: 1136 - Found 32 in valve zhuangpei
2023-09-14 20:48:51,062 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in valve zhuangpei
2023-09-14 20:48:51,062 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-09-14 20:48:51,063 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-09-14 20:48:51,066 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from valve-1
2023-09-14 20:48:51,067 INFO  ExportHelperExtension.cs: 1136 - Found 35 in valve-1
2023-09-14 20:48:51,067 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in valve-1
2023-09-14 20:48:51,068 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from door_base-1
2023-09-14 20:48:51,068 INFO  ExportHelperExtension.cs: 1136 - Found 33 in door_base-1
2023-09-14 20:48:51,068 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in door_base-1
2023-09-14 20:48:51,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from valve zhuangpei
2023-09-14 20:48:51,069 INFO  ExportHelperExtension.cs: 1136 - Found 32 in valve zhuangpei
2023-09-14 20:48:51,070 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in valve zhuangpei
2023-09-14 20:48:51,070 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-09-14 20:48:51,070 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-09-14 20:48:51,071 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from valve-1
2023-09-14 20:48:51,071 INFO  ExportHelperExtension.cs: 1136 - Found 35 in valve-1
2023-09-14 20:48:51,071 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in valve-1
2023-09-14 20:48:51,071 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from door_base-1
2023-09-14 20:48:51,072 INFO  ExportHelperExtension.cs: 1136 - Found 33 in door_base-1
2023-09-14 20:48:51,072 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in door_base-1
2023-09-14 20:48:51,407 INFO  SwAddin.cs: 339 - Loading config tree
2023-09-14 20:48:51,413 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
